13,TEC,24237, 155.00
13,YAU,21021, 170.00
14,HXP,22616, 175.00
14,HXP,24166, 87.50
14,MEX,24296, 90.00
14,OXT,24171, 30.00
14,OXT,24197, 82.50
14,OXT,24237, 82.50
14,TEC,24237, 155.00
14,YAU,21021, 170.00
15,HXP,22616, 175.00
15,HXP,24166, 87.50
15,OXT,24171, 165.00
15,OXT,24197, 165.00
15,OXT,24237, 165.00
15,TEC,24237, 155.00
15,YAU,21021, 85.00
Facturado por Cliente 16,CUE,24098,165.00,22.76,1875894,27631b02-3ea7-4d97-a375-c078494f4593,2022-05-08 21:18:53,I
16,HXP,22616, 175.00
16,HXP,24166, 175.00
16,OXT,24171, 165.00
16,OXT,24197, 165.00
16,OXT,24237, 165.00
16,TEC,24237, 155.00
16,YAU,21021, 170.00
17,HXP,22616, 175.00
17,HXP,24166, 175.00
17,OXT,24171, 82.50
17,OXT,24197, 165.00
17,OXT,24237, 30.00
17,TEC,24237, 155.00
17,YAU,21021, 170.00
18,HXP,22616, 175.00
18,HXP,24166, 175.00
18,MEX,24296, 165.00
18,OXT,24171, 165.00
18,OXT,24197, 165.00
18,OXT,24237, 165.00
18,TEC,24237, 155.00
18,YAU,21021, 170.00
19,HXP,22616, 175.00
19,HXP,24166, 32.00
19,MEX,24296, 82.50
19,OXT,24171, 165.00
19,OXT,24197, 165.00
19,OXT,24237, 82.50
19,TEC,24237, 155.00
19,YAU,21021, 170.00
20,HXP,22616, 175.00
20,HXP,24166, 87.50
20,MEX,24296, 165.00
20,OXT,24171, 165.00
20,OXT,24197, 30.00
20,OXT,24237, 82.50
20,TEC,24237, 155.00
20,YAU,21021, 170.00
21,HXP,22616, 175.00
21,HXP,24166, 175.00
21,OXT,24171, 282.00
21,OXT,24197, 165.00
21,OXT,24237, 165.00
21,TEC,24237, 155.00
21,YAU,21021, 170.00
22,HXP,22616, 87.50
22,HXP,24166, 87.50
22,OXT,24171, 165.00
22,OXT,24197, 165.00
22,OXT,24237, 165.00
22,TEC,24237, 155.00
22,YAU,21021, 170.00
23,HXP,22616, 87.50
23,HXP,24166, 175.00
23,OXT,24171, 165.00
23,OXT,24197, 82.50
23,OXT,24237, 165.00
23,TEC,24237, 155.00
23,YAU,21021, 170.00
24,HXP,22616, 87.50
24,HXP,24166, 175.00
24,MEX,24296, 82.50
24,OXT,24171, 165.00
24,OXT,24197, 165.00
24,OXT,24237, 165.00
24,TEC,24237, 155.00
24,YAU,21021, 85.00
25,HXP,22616, 175.00
25,HXP,24166, 175.00
25,OXT,24171, 82.50
25,OXT,24197, 82.50
25,OXT,24237, 165.00
25,TEC,24237, 155.00
25,YAU,21021, 85.00
26,HXP,22616, 175.00
26,HXP,24166, 175.00
26,OXT,24171, 165.00
26,OXT,24197, 165.00
26,OXT,24237, 30.00
26,TEC,24237, 155.00
26,YAU,21021, 170.00
27,HXP,22616, 175.00
27,HXP,24166, 175.00
27,OXT,24171, 165.00
27,OXT,24197, 82.50
27,OXT,24237, 30.00
27,TEC,24237, 155.00
27,YAU,21021, 170.00
28,HXP,22616, 87.50
28,HXP,24166, 175.00
28,OXT,24171, 82.50
28,OXT,24197, 165.00
28,OXT,24237, 82.50
28,TEC,24237, 155.00
28,YAU,21021, 170.00
29,HXP,22616, 175.00
29,HXP,24166, 175.00
29,OXT,24171, 165.00
29,OXT,24197, 165.00
29,OXT,24237, 165.00
29,TEC,24237, 155.00
29,YAU,21021, 170.00
Facturado por Cliente 30,CCS,24270,175.00,24.14,1879185,953b066e-db6c-4db2-8ecc-3c9b53a4abe0,2022-05-11 17:09:55,I
30,HXP,22616, 175.00
30,HXP,24166, 175.00
30,OXT,24171, 165.00
30,OXT,24197, 82.50
30,OXT,24237, 165.00
30,TEC,24237, 77.50
30,YAU,21021, 170.00
31,HXP,22616, 87.50
31,HXP,24166, 175.00
31,MEX,24296, 180.00
31,OXT,24171, 165.00
31,OXT,24197, 165.00
31,OXT,24237, 282.00
31,TEC,24237, 77.50
31,YAU,21021, 85.00
32,HXP,22616, 175.00
32,HXP,24166, 175.00
32,OXT,24171, 165.00
32,OXT,24197, 165.00
32,OXT,24237, 82.50
32,TEC,24237, 155.00
32,YAU,21021, 170.00
33,HXP,22616, 87.50
33,HXP,24166, 175.00
33,OXT,24171, 82.50
33,OXT,24197, 165.00
33,OXT,24237, 165.00
33,TEC,24237, 155.00
33,YAU,21021, 85.00
34,HXP,22616, 32.00
34,HXP,24166, 175.00
34,OXT,24171, 82.50
34,OXT,24197, 82.50
34,OXT,24237, 165.00
34,TEC,24237, 155.00
34,YAU,21021, 85.00
35,HXP,22616, 296.00
35,HXP,24166, 175.00
35,OXT,24171, 165.00
35,OXT,24197, 82.50
35,OXT,24237, 165.00
35,TEC,24237, 155.00
35,YAU,21021, 85.00
36,HXP,22616, 32.00
36,HXP,24166, 175.00
36,OXT,24171, 165.00
36,OXT,24197, 165.00
36,OXT,24237, 165.00
36,TEC,24237, 32.00
36,YAU,21021, 85.00
37,HXP,22616, 32.00
37,HXP,24166, 175.00
37,OXT,24171, 165.00
37,OXT,24197, 165.00
37,OXT,24237, 30.00
37,TEC,24237, 32.00
Facturado por Cliente 37,YAU,21021,170.00,23.45,1892878,7fcd8318-f876-4f1a-bc14-5e8dfe110d14,2022-05-25 17:02:09,I
38,HXP,22616, 87.50
Facturado por Cliente 38,HXP,24166,175.00,24.14,1893357,d0173050-1ddc-4951-bf3a-13e33777a2b2,2022-05-26 12:05:03,I
38,OXT,24171, 165.00
38,OXT,24197, 165.00
38,TEC,24237, 32.00
Facturado por Cliente 38,YAU,21021,170.00,23.45,1892878,7fcd8318-f876-4f1a-bc14-5e8dfe110d14,2022-05-25 17:02:09,I
39,HXP,22616, 87.50
39,HXP,24166, 175.00
39,MEX,24296, 165.00
39,OXT,24171, 165.00
39,OXT,24197, 165.00
39,TEC,24237, 32.00
39,YAU,21021, 170.00
40,HXP,22616, 32.00
40,HXP,24166, 175.00
40,OXT,24171, 165.00
40,TEC,24237, 32.00
40,YAU,21021, 170.00
41,HXP,22616, 175.00
41,HXP,24166, 175.00
41,OXT,24171, 82.50
41,OXT,24197, 82.50
41,TEC,24237, 155.00
41,YAU,21021, 170.00
42,HXP,22616, 175.00
42,HXP,24166, 175.00
42,MEX,24296, 165.00
42,OXT,24171, 82.50
42,TEC,24237, 155.00
42,YAU,21021, 170.00
43,HXP,22616, 175.00
43,HXP,24166, 175.00
43,MEX,24296, 165.00
43,OXT,24171, 165.00
43,TEC,24237, 77.50
43,YAU,21021, 28.00
44,HXP,22616, 87.50
44,HXP,24166, 175.00
44,OXT,24171, 165.00
44,OXT,24197, 165.00
Facturado por Cliente 44,TEC,24237,155.00,21.38,1901315,b76009c2-85dc-4dda-9c72-6cff616f2fca,2022-06-01 11:55:42,I
44,YAU,21021, 85.00
Facturado por Cliente 45,HXP,22616,175.00,24.14,1976016,32e370c8-ea0a-439b-bfd0-bc1d6a294c24,2022-08-22 17:23:13,I
45,HXP,24166, 175.00
45,OXT,24171, 30.00
45,OXT,24197, 165.00
45,TEC,24237, 155.00
45,YAU,21021, 85.00
46,HXP,22616, 175.00
46,HXP,24166, 175.00
46,OXT,24171, 165.00
46,OXT,24197, 165.00
46,TEC,24237, 28.00
46,YAU,21021, 170.00
47,HXP,22616, 175.00
47,HXP,24166, 175.00
47,OXT,24171, 165.00
47,OXT,24197, 165.00
47,TEC,24237, 28.00
47,YAU,21021, 170.00
48,HXP,22616, 32.00
48,HXP,24166, 175.00
Facturado por Cliente 48,OXT,24171,82.50,11.38,1924339,3426be1b-12a9-47e8-bb7d-149e66d83746,2022-07-01 20:09:14,I
48,OXT,24197, 165.00
48,TEC,24237, 155.00
48,YAU,21021, 170.00
49,HXP,22616, 175.00
49,HXP,24166, 175.00
49,OXT,24171, 165.00
49,OXT,24197, 82.50
49,TEC,24237, 155.00
49,YAU,21021, 170.00
Facturado por Cliente 50,HXP,22616,87.50,12.07,1905495,244f3604-39c3-436a-b0a7-2f66a2b17330,2022-06-08 09:33:26,I
50,HXP,24166, 175.00
Facturado por Cliente 50,MEX,24296,175.00,24.14,1899187,678a05c0-d629-4f21-b0c7-b3bd406ec0c7,2022-05-31 11:14:58,I
50,OXT,24171, 82.50
50,OXT,24197, 82.50
50,TEC,24237, 155.00
50,YAU,21021, 170.00
51,HXP,22616, 175.00
51,HXP,24166, 175.00
Facturado por Cliente 51,MEX,24296,175.00,24.14,1899187,678a05c0-d629-4f21-b0c7-b3bd406ec0c7,2022-05-31 11:14:58,I
51,OXT,24171, 282.00
51,OXT,24197, 165.00
51,TEC,24237, 155.00
51,YAU,21021, 170.00
52,HXP,22616, 175.00
52,HXP,24166, 175.00
52,OXT,24171, 282.00
52,OXT,24197, 165.00
52,TEC,24237, 155.00
52,YAU,21021, 170.00
53,HXP,22616, 175.00
53,HXP,24166, 175.00
53,OXT,24171, 165.00
53,OXT,24197, 165.00
53,TEC,24237, 155.00
53,YAU,21021, 28.00
54,HXP,24166, 87.50
54,OXT,24171, 82.50
54,OXT,24197, 165.00
54,TEC,24237, 155.00
54,YAU,21021, 28.00
55,HXP,24166, 175.00
55,MEX,24296, 165.00
55,OXT,24171, 30.00
55,OXT,24197, 165.00
55,TEC,24237, 155.00
55,YAU,21021, 170.00
56,HXP,24166, 175.00
56,OXT,24171, 30.00
56,OXT,24197, 82.50
56,TEC,24237, 155.00
Facturado por Cliente 56,YAU,21021,170.00,23.45,1893188,9f50506f-02c6-4fad-a361-ed36106ee79e,2022-05-26 08:14:44,I
57,HXP,24166, 175.00
57,OXT,24171, 165.00
57,OXT,24197, 165.00
57,TEC,24237, 155.00
Facturado por Cliente 57,YAU,21021,170.00,23.45,1893188,9f50506f-02c6-4fad-a361-ed36106ee79e,2022-05-26 08:14:44,I
58,HXP,24166, 87.50
58,OXT,24171, 165.00
58,OXT,24197, 165.00
58,TEC,24237, 155.00
58,YAU,21021, 170.00
59,HXP,24166, 175.00
59,OXT,24171, 165.00
59,OXT,24197, 165.00
59,TEC,24237, 155.00
59,YAU,21021, 85.00
60,HXP,24166, 175.00
60,OXT,24171, 165.00
60,OXT,24197, 165.00
60,TEC,24237, 77.50
60,YAU,21021, 85.00
61,HXP,24166, 296.00
61,OXT,24171, 165.00
61,OXT,24197, 82.50
61,TEC,24237, 155.00
61,YAU,21021, 85.00
Facturado por Cliente 62,CUE,24116,165.00,22.76,1899612,ee837fa5-2e35-422d-ab71-a08438aff00d,2022-05-31 13:37:57,I
62,HXP,24166, 32.00
62,OXT,24171, 165.00
62,OXT,24197, 165.00
62,TEC,24237, 155.00
62,YAU,21021, 85.00
63,HXP,24166, 175.00
63,MEX,24296, 180.00
63,OXT,24171, 30.00
63,OXT,24197, 30.00
63,TEC,24237, 155.00
63,YAU,21021, 85.00
64,HXP,24166, 175.00
64,OXT,24171, 82.50
64,OXT,24197, 30.00
64,TEC,24237, 155.00
64,YAU,21021, 170.00
65,HXP,24166, 87.50
65,OXT,24171, 165.00
65,OXT,24197, 30.00
65,TEC,24237, 32.00
65,YAU,21021, 170.00
66,HXP,24166, 87.50
66,OXT,24171, 165.00
66,OXT,24197, 30.00
66,YAU,21021, 170.00
67,HXP,24166, 175.00
67,OXT,24171, 282.00
67,OXT,24197, 30.00
67,YAU,21021, 170.00
68,HXP,24166, 175.00
68,OXT,24171, 282.00
68,OXT,24197, 82.50
68,YAU,21021, 170.00
69,HXP,24166, 175.00
69,OXT,24171, 165.00
69,OXT,24197, 165.00
69,YAU,21021, 170.00
70,HXP,24166, 175.00
70,OXT,24171, 30.00
70,OXT,24197, 165.00
70,YAU,21021, 170.00
71,HXP,24166, 175.00
Facturado por Cliente 71,JIU,24046,180.00,24.83,1898398,bdeab867-2916-49a6-bcc5-a91ade4de365,2022-05-30 19:53:29,I
71,OXT,24171, 165.00
71,OXT,24197, 165.00
71,YAU,21021, 170.00
72,HXP,24166, 87.50
Facturado por Cliente 72,OXT,24171,165.00,22.76,1900387,0336ae8c-e513-4aa2-bc87-91026a297401,2022-05-31 20:59:35,I
72,OXT,24197, 165.00
72,YAU,21021, 170.00
73,HXP,24166, 175.00
73,MEX,24296, 90.00
73,OXT,24171, 165.00
73,OXT,24197, 165.00
Facturado por Cliente 73,YAU,21021,85.00,11.72,1893395,c7825ba9-17eb-4d51-bdf2-889c7a82242d,2022-05-26 12:37:14,I
74,HXP,24166, 175.00
Facturado por Cliente 74,JIU,24046,180.00,24.83,1900860,91fc7453-39eb-4423-8c2f-5eeccf37a0fb,2022-05-31 23:42:13,I
74,OXT,24171, 165.00
74,OXT,24197, 165.00
74,YAU,21021, 170.00
75,HXP,24166, 175.00
Facturado por Cliente 75,JIU,24046,180.00,24.83,1900860,91fc7453-39eb-4423-8c2f-5eeccf37a0fb,2022-05-31 23:42:13,I
75,MEX,24296, 165.00
75,OXT,24171, 165.00
75,OXT,24197, 165.00
75,YAU,21021, 85.00
76,HXP,24166, 175.00
Facturado por Cliente 76,JIU,24046,180.00,24.83,1900860,91fc7453-39eb-4423-8c2f-5eeccf37a0fb,2022-05-31 23:42:13,I
76,MEX,24296, 90.00
76,OXT,24171, 165.00
76,OXT,24197, 82.50
76,YAU,21021, 85.00
77,HXP,24166, 175.00
77,MEX,24296, 90.00
77,OXT,24171, 82.50
77,OXT,24197, 165.00
77,YAU,21021, 85.00
78,HXP,24166, 175.00
78,MEX,24296, 82.50
78,OXT,24171, 165.00
78,OXT,24197, 165.00
78,YAU,21021, 170.00
79,HXP,24166, 32.00
Facturado por Cliente 79,JIU,24046,180.00,24.83,1893991,b2b589fe-6f54-4a40-814d-5b341e2e3127,2022-05-26 19:06:16,I
79,MEX,24296, 165.00
79,OXT,24171, 165.00
79,OXT,24197, 30.00
79,YAU,21021, 170.00
80,HXP,24166, 32.00
Facturado por Cliente 80,JIU,24046,180.00,24.83,1899060,3c3ac274-af79-49b7-abb2-e7990798f28a,2022-05-31 10:34:23,I
80,MEX,24296, 165.00
80,OXT,24171, 165.00
80,OXT,24197, 30.00
80,YAU,21021, 170.00
81,HXP,24166, 32.00
Facturado por Cliente 81,JIU,24046,180.00,24.83,1899060,3c3ac274-af79-49b7-abb2-e7990798f28a,2022-05-31 10:34:23,I
81,OXT,24171, 165.00
81,OXT,24197, 165.00
81,YAU,21021, 170.00
82,HXP,24166, 87.50
82,OXT,24171, 82.50
82,OXT,24197, 165.00
82,YAU,21021, 85.00
83,HXP,24166, 87.50
83,OXT,24171, 30.00
83,OXT,24197, 165.00
83,YAU,21021, 85.00
84,HXP,24166, 175.00
Facturado por Cliente 84,JIU,24046,180.00,24.83,1896463,c08c9022-31eb-4574-971f-24fd6e740c7c,2022-05-30 09:43:23,I
84,MEX,24296, 165.00
84,OXT,24171, 165.00
84,OXT,24197, 82.50
84,YAU,21021, 170.00
85,HXP,24166, 175.00
85,MEX,24296, 165.00
85,OXT,24171, 30.00
85,OXT,24197, 82.50
85,YAU,21021, 85.00
86,HXP,24166, 175.00
86,OXT,24171, 165.00
86,OXT,24197, 82.50
86,YAU,21021, 170.00
87,HXP,24166, 175.00
87,OXT,24171, 165.00
87,OXT,24197, 165.00
87,YAU,21021, 170.00
88,HXP,24166, 87.50
88,OXT,24197, 165.00
88,YAU,21021, 170.00
89,HXP,24166, 175.00
89,OXT,24197, 82.50
89,YAU,21021, 170.00
90,HXP,24166, 296.00
90,OXT,24171, 165.00
90,OXT,24197, 165.00
90,YAU,21021, 170.00
91,HXP,24166, 87.50
91,MEX,24296, 165.00
91,OXT,24171, 30.00
91,OXT,24197, 165.00
91,YAU,21021, 170.00
92,HXP,24166, 87.50
92,OXT,24171, 165.00
92,OXT,24197, 165.00
92,YAU,21021, 170.00
93,HXP,24166, 175.00
93,MEX,24296, 165.00
93,OXT,24171, 165.00
93,OXT,24197, 82.50
93,YAU,21021, 170.00
94,HXP,24166, 175.00
94,OXT,24171, 165.00
94,OXT,24197, 82.50
94,YAU,21021, 170.00
95,HXP,24166, 87.50
95,OXT,24171, 82.50
95,OXT,24197, 282.00
95,YAU,21021, 170.00
96,HXP,24166, 87.50
96,OXT,24171, 165.00
96,OXT,24197, 165.00
96,YAU,21021, 170.00
97,HXP,24166, 175.00
97,OXT,24171, 165.00
97,OXT,24197, 82.50
97,YAU,21021, 170.00
98,HXP,24166, 175.00
98,OXT,24171, 165.00
98,OXT,24197, 82.50
98,YAU,21021, 85.00
99,HXP,24166, 175.00
99,OXT,24171, 82.50
99,OXT,24197, 165.00
99,YAU,21021, 85.00
100,HXP,24166, 175.00
100,OXT,24171, 165.00
100,OXT,24197, 165.00
100,YAU,21021, 85.00
101,HXP,24166, 175.00
101,OXT,24171, 165.00
101,OXT,24197, 165.00
101,YAU,21021, 85.00
102,HXP,24166, 175.00
102,OXT,24171, 282.00
102,OXT,24197, 165.00
102,YAU,21021, 85.00
103,HXP,24166, 87.50
103,OXT,24171, 165.00
103,OXT,24197, 30.00
103,YAU,21021, 170.00
104,HXP,24166, 87.50
104,MEX,24296, 180.00
104,OXT,24171, 165.00
104,OXT,24197, 30.00
104,YAU,21021, 170.00
105,HXP,24166, 175.00
105,OXT,24171, 165.00
105,YAU,21021, 85.00
106,HXP,24166, 175.00
106,OXT,24171, 165.00
106,YAU,21021, 85.00
107,HXP,24166, 175.00
107,MEX,24296, 165.00
107,OXT,24171, 165.00
107,YAU,21021, 85.00
108,HXP,24166, 175.00
108,OXT,24171, 82.50
108,YAU,21021, 170.00
109,HXP,24166, 175.00
Facturado por Cliente 109,MEX,24296,155.00,21.38,1899310,0110d0e0-12a7-4c5b-ae99-34e6adc6779e,2022-05-31 11:45:57,I
109,OXT,24171, 165.00
109,YAU,21021, 170.00
110,HXP,24166, 175.00
110,OXT,24171, 165.00
110,YAU,21021, 85.00
111,HXP,24166, 87.50
111,MEX,24296, 165.00
111,OXT,24171, 165.00
111,YAU,21021, 85.00
112,HXP,24166, 175.00
112,OXT,24171, 165.00
112,YAU,21021, 85.00
113,HXP,24166, 175.00
113,MEX,24296, 90.00
113,OXT,24171, 165.00
113,YAU,21021, 170.00
114,HXP,24166, 87.50
114,OXT,24171, 165.00
114,OXT,24221, 165.00
114,YAU,21021, 170.00
115,HXP,24166, 175.00
115,OXT,24171, 82.50
Facturado por Cliente 115,OXT,24221,165.00,22.76,1899566,2f3d7087-e04c-402a-9d19-4ab2f272c2d5,2022-05-31 13:20:04,I
115,YAU,21021, 85.00
116,HXP,24166, 175.00
116,OXT,24171, 82.50
116,OXT,24221, 165.00
116,YAU,21021, 85.00
117,HXP,24166, 175.00
117,MEX,24296, 165.00
117,OXT,24171, 165.00
117,OXT,24221, 165.00
117,YAU,21021, 85.00
118,HXP,24166, 87.50
118,OXT,24171, 165.00
118,OXT,24221, 165.00
118,YAU,21021, 85.00
119,HXP,24166, 175.00
Facturado por Cliente 119,MEX,24296,82.50,11.38,1899255,dd856955-bf65-4729-bc1e-82f4d0166e83,2022-05-31 11:30:27,I
119,OXT,24171, 165.00
119,OXT,24221, 165.00
119,YAU,21021, 170.00
120,HXP,24166, 175.00
120,OXT,24171, 165.00
120,OXT,24221, 82.50
120,YAU,21021, 170.00
121,HXP,24166, 175.00
121,OXT,24171, 82.50
121,OXT,24221, 165.00
121,YAU,21021, 85.00
122,HXP,24166, 175.00
122,OXT,24171, 165.00
122,OXT,24221, 165.00
122,YAU,21021, 85.00
123,HXP,24166, 87.50
123,MEX,24296, 180.00
123,OXT,24171, 165.00
123,OXT,24221, 165.00
123,YAU,21021, 170.00
124,HXP,24166, 175.00
124,OXT,24171, 165.00
124,OXT,24221, 165.00
124,YAU,21021, 85.00
125,HXP,24166, 175.00
125,OXT,24171, 165.00
125,OXT,24221, 165.00
125,YAU,21021, 85.00
126,HXP,24166, 175.00
126,OXT,24171, 30.00
126,OXT,24221, 82.50
126,YAU,21021, 85.00
127,HXP,24166, 87.50
127,MEX,24296, 180.00
127,OXT,24171, 165.00
127,OXT,24221, 82.50
127,YAU,21021, 85.00
128,HXP,24166, 87.50
128,MEX,24296, 180.00
128,OXT,24171, 82.50
128,OXT,24221, 165.00
128,YAU,21021, 85.00
129,HXP,24166, 175.00
129,MEX,24296, 180.00
129,OXT,24171, 165.00
129,OXT,24221, 165.00
129,YAU,21021, 170.00
130,HXP,24166, 175.00
130,OXT,24171, 165.00
130,OXT,24221, 82.50
130,YAU,21021, 170.00
131,HXP,24166, 175.00
131,OXT,24171, 82.50
131,OXT,24221, 165.00
131,YAU,21021, 85.00
Facturado por Cliente 132,CCS,24270,335.00,46.21,1879305,7b35832e-3c4d-4cba-9f15-2553fcca5920,2022-05-11 18:48:01,I
132,HXP,24166, 175.00
132,OXT,24171, 165.00
132,OXT,24221, 165.00
132,YAU,21021, 85.00
133,HXP,24166, 175.00
133,MEX,24296, 82.50
133,OXT,24171, 82.50
133,OXT,24221, 165.00
133,YAU,21021, 85.00
134,HXP,24166, 175.00
134,OXT,24171, 165.00
134,OXT,24221, 165.00
134,YAU,21021, 170.00
135,HXP,24166, 87.50
135,OXT,24171, 165.00
135,OXT,24221, 165.00
135,YAU,21021, 170.00
136,HXP,24166, 87.50
136,MEX,24296, 165.00
136,OXT,24171, 165.00
136,OXT,24221, 82.50
136,YAU,21021, 85.00
137,HXP,24166, 175.00
137,MEX,24296, 165.00
137,OXT,24171, 165.00
137,OXT,24221, 82.50
137,YAU,21021, 170.00
138,HXP,24166, 175.00
138,OXT,24171, 165.00
138,OXT,24221, 165.00
138,YAU,21021, 170.00
139,HXP,24166, 175.00
139,OXT,24171, 165.00
139,OXT,24221, 165.00
139,YAU,21021, 85.00
140,HXP,24166, 175.00
140,OXT,24171, 165.00
140,OXT,24221, 165.00
140,YAU,21021, 170.00
141,HXP,24166, 175.00
141,OXT,24171, 30.00
141,OXT,24221, 82.50
141,YAU,21021, 170.00
142,HXP,24166, 175.00
142,OXT,24171, 165.00
142,OXT,24221, 132.00
142,YAU,21021, 0.00
143,HXP,24166, 87.50
143,MEX,24296, 0.00
143,OXT,24171, 165.00
143,OXT,24221, 132.00
143,YAU,21021, 0.00
144,HXP,24166, 175.00
144,MEX,24296, 0.00
144,OXT,24171, 165.00
144,OXT,24221, 165.00
144,YAU,21021, 85.00
145,HXP,24166, 175.00
145,MEX,24296, 82.50
145,OXT,24171, 282.00
145,OXT,24221, 165.00
145,YAU,21021, 170.00
146,HXP,24166, 175.00
146,MEX,24296, 165.00
146,OXT,24171, 165.00
146,OXT,24221, 165.00
146,YAU,21021, 170.00
147,HXP,24166, 32.00
147,OXT,24171, 165.00
147,OXT,24221, 165.00
147,YAU,21021, 170.00
148,HXP,24166, 32.00
148,OXT,24171, 165.00
148,OXT,24221, 165.00
148,YAU,21021, 85.00
149,HXP,24166, 175.00
149,OXT,24171, 165.00
149,OXT,24221, 165.00
149,YAU,21021, 170.00
150,HXP,24166, 175.00
150,OXT,24171, 165.00
150,OXT,24221, 165.00
150,YAU,21021, 170.00
151,HXP,24166, 175.00
151,OXT,24171, 165.00
151,OXT,24221, 165.00
151,YAU,21021, 170.00
152,HXP,24166, 175.00
152,OXT,24171, 82.50
152,OXT,24221, 30.00
152,YAU,21021, 85.00
153,HXP,24166, 175.00
153,OXT,24171, 165.00
153,OXT,24221, 165.00
153,YAU,21021, 85.00
154,HXP,24166, 175.00
154,OXT,24171, 82.50
154,OXT,24221, 165.00
154,YAU,21021, 170.00
155,HXP,24166, 175.00
155,OXT,24171, 165.00
155,OXT,24221, 165.00
155,YAU,21021, 170.00
156,HXP,24166, 175.00
156,MEX,24296, 165.00
156,OXT,24171, 165.00
156,OXT,24221, 165.00
156,YAU,21021, 170.00
157,HXP,24166, 175.00
157,MEX,24296, 165.00
157,OXT,24171, 165.00
157,OXT,24221, 165.00
157,YAU,21021, 170.00
158,HXP,24166, 175.00
158,OXT,24171, 165.00
158,OXT,24221, 165.00
158,YAU,21021, 170.00
Facturado por Cliente 159,CUE,24116,165.00,22.76,1900310,d35506d8-b6a5-4db5-9723-04faae74e65a,2022-05-31 20:10:31,I
159,HXP,24166, 175.00
159,OXT,24171, 82.50
159,OXT,24221, 165.00
159,YAU,21021, 85.00
160,HXP,24166, 175.00
160,OXT,24171, 165.00
160,OXT,24221, 165.00
160,YAU,21021, 85.00
161,HXP,24166, 87.50
161,OXT,24171, 165.00
161,OXT,24221, 165.00
161,YAU,21021, 85.00
162,HXP,24166, 175.00
162,OXT,24171, 165.00
162,OXT,24221, 165.00
162,YAU,21021, 85.00
163,HXP,24166, 175.00
163,OXT,24171, 165.00
163,OXT,24221, 165.00
163,YAU,21021, 85.00
164,HXP,24166, 87.50
164,OXT,24171, 165.00
164,OXT,24221, 82.50
164,YAU,21021, 170.00
165,HXP,24166, 87.50
165,OXT,24171, 165.00
